,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
303,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
304,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25
305,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25
306,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45
307,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7
308,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8
309,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8
310,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95
311,Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0
313,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
314,Bangalore,2009,37000,Petrol,Automatic,Third & Above,16.95,1197.0,78.9,5.0,2.95
315,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86
316,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15
317,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3
318,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55
319,Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
320,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5
321,Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4
322,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4
323,Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25
324,Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5
325,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8
326,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66
327,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15
328,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
329,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5
330,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45
331,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55
332,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99
333,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25
334,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9
335,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05
336,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75
337,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75
338,Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
339,Jaipur,2007,119000,Petrol,Manual,Third & Above,13.1,1997.0,141.1,5.0,3.91
340,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3
341,Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7
342,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
343,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2
344,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75
345,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25
346,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25
347,Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65
348,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0
349,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25
350,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9
351,Bangalore,2011,11000,Petrol,Manual,Third & Above,18.9,796.0,47.0,5.0,2.9
352,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75
353,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25
354,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77
355,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49
356,Mumbai,2008,99000,Diesel,Automatic,Third & Above,12.07,2967.0,241.4,7.0,12.95
357,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0
358,Chennai,2007,72000,Petrol,Manual,Third & Above,16.1,796.0,37.0,4.0,1.0
359,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1
360,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5
361,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0
362,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2
363,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48
364,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0
365,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5
366,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77
367,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
368,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75
369,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
370,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5
371,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5
372,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65
373,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0
374,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
375,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1
376,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91
377,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0
378,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5
379,Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5
380,Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0
381,Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0
382,Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0
383,Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92
384,Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
385,Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95
386,Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5
387,Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95
388,Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25
389,Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71
390,Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67
391,Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0
392,Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05
393,Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5
394,Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5
395,Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
396,Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8
397,Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9
398,Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25
399,Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
400,Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
401,Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25
402,Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5
403,Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03
404,Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5
405,Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5
406,Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75
407,Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2
408,Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89
409,Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58
410,Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06
411,Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37
412,Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82
413,Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74
414,Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0
415,Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45
416,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0
418,Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75
419,Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7
420,Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
421,Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77
422,Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1
423,Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65
424,Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5
425,Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
426,Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98
427,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0
428,Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25
429,Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85
430,Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5
431,Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5
432,Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92
433,Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37
434,Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5
435,Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91
436,Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2
437,Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99
438,Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25
439,Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5
440,Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4
441,Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
442,Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95
443,Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
444,Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22
445,Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5
446,Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26
447,Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45
448,Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0
449,Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5
450,Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5
451,Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8
452,Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75
453,Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0
454,Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5
455,Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25
456,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24
457,Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42
458,Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75
459,Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0
460,Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55
461,Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8
462,Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5
463,Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99
464,Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5
465,Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32
466,Kochi,2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58
467,Jaipur,2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5
468,Chennai,2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2
469,Pune,2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0
470,Chennai,2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6
471,Kochi,2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4.15
472,Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.25
473,Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
474,Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,3.43
475,Kochi,2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.55
476,Delhi,2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,32.0
477,Mumbai,2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
478,Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.6
479,Pune,2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,18.5
480,Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,4.25
481,Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.8
482,Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0
483,Pune,2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2.25
484,Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
485,Kochi,2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13.56
486,Delhi,2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,12.25
487,Pune,2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.76
488,Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8.58
489,Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,27.5
490,Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.95
491,Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.3
492,Chennai,2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,8.0
493,Jaipur,2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,2.79
494,Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,45.64
495,Pune,2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.55
496,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
497,Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,37.56
498,Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9.29
499,Kochi,2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.37
500,Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,2.98
501,Kochi,2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.75
502,Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,13.0
503,Mumbai,2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6.8
504,Coimbatore,2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,10.49
505,Jaipur,2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.6
506,Mumbai,2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,2.85
507,Coimbatore,2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,8.36
508,Jaipur,2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
509,Kolkata,2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,10.75
510,Hyderabad,2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.85
511,Hyderabad,2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.0
512,Coimbatore,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.6
513,Delhi,2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,13.25
514,Mumbai,2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5.75
515,Delhi,2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.75
516,Bangalore,2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,4.85
517,Kochi,2019,13190,Petrol,Automatic,First,14.49,1950.0,181.43,5.0,38.99
518,Mumbai,2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,2.85
519,Mumbai,2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,9.51
520,Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,18.5
521,Delhi,2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.75
522,Coimbatore,2017,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,29.4
523,Kochi,2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3.29
524,Delhi,2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9.5
525,Pune,2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2.2
526,Pune,2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,6.5
527,Ahmedabad,2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.9
528,Pune,2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,6.75
529,Chennai,2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.8
531,Hyderabad,2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,10.5
532,Hyderabad,2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.2
533,Jaipur,2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0
534,Chennai,2007,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2.3
535,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,17.0
536,Bangalore,2014,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,25.5
537,Jaipur,2015,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.65
538,Kochi,2015,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.6
539,Kochi,2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,29.98
540,Coimbatore,2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.39
541,Jaipur,2018,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.0
542,Pune,2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5.0
543,Kolkata,2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35
544,Chennai,2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.45
545,Coimbatore,2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,8.31
546,Jaipur,2012,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,6.0
547,Chennai,2014,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5.25
548,Hyderabad,2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,12.3
549,Chennai,2004,129000,Petrol,Manual,Third & Above,13.8,1299.0,70.0,5.0,1.5
550,Coimbatore,2018,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,8.12
551,Coimbatore,2012,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,6.12
552,Coimbatore,2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,10.88
553,Kolkata,2014,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,3.5
554,Kochi,2016,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.15
555,Chennai,2016,21000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,33.0
556,Mumbai,2012,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,13.5
557,Mumbai,2015,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.11
558,Kochi,2014,79926,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,29.77
559,Kolkata,2013,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.95
560,Bangalore,2015,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,5.75
561,Bangalore,2006,47088,Petrol,Automatic,Second,10.13,3498.0,364.9,5.0,19.0
562,Ahmedabad,2014,55000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,4.75
563,Hyderabad,2013,80430,Diesel,Manual,Second,17.21,1493.0,100.0,7.0,3.3
564,Delhi,2013,71932,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.5
565,Mumbai,2014,19000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,44.0
566,Hyderabad,2011,81759,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.39
567,Kochi,2018,52010,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.2
568,Kochi,2016,58953,Petrol,Automatic,First,13.53,1984.0,177.01,5.0,24.22
569,Mumbai,2008,93000,Diesel,Manual,Third & Above,10.5,2835.0,107.2,6.0,5.45
570,Delhi,2016,10000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,44.0
571,Coimbatore,2019,40674,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,24.82
572,Mumbai,2015,50000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,11.69
573,Bangalore,2018,1331,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,20.0
574,Pune,2010,60000,Petrol,Manual,First,19.7,796.0,35.0,8.0,1.45
575,Mumbai,2018,10003,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,48.5
576,Mumbai,2016,25000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.45
577,Ahmedabad,2015,73000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.5
578,Hyderabad,2014,59962,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.9
579,Jaipur,2012,72000,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,5.8
580,Coimbatore,2016,20967,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,44.56
581,Bangalore,2015,35000,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,8.5
582,Coimbatore,2017,38056,Diesel,Manual,First,23.9,1582.0,126.2,5.0,10.7
583,Pune,2009,94000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,12.0
584,Coimbatore,2010,64236,Petrol,Manual,First,14.7,1150.0,76.0,5.0,2.44
585,Kolkata,2000,124000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,1.95
586,Mumbai,2014,7400,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.35
587,Hyderabad,2017,52000,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.5
588,Hyderabad,2015,68764,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.9
589,Delhi,2013,64000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.9
590,Pune,2016,21558,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.9
591,Mumbai,2013,37500,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.75
592,Coimbatore,2016,14077,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.95
593,Mumbai,2009,70000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2.1
594,Kochi,2011,54316,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,4.29
595,Hyderabad,2009,90764,Diesel,Manual,First,14.0,2498.0,112.0,8.0,3.85
596,Chennai,2009,137000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,9.0
597,Pune,2013,127000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,4.5
598,Kochi,2016,51884,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.46
599,Delhi,2014,67407,Diesel,Manual,First,21.27,1396.0,88.76,5.0,4.65
600,Hyderabad,2014,107825,Diesel,Manual,First,13.0,2982.0,168.5,7.0,20.5
601,Chennai,2006,82453,Diesel,Manual,First,13.6,2523.0,63.0,8.0,2.9
602,Chennai,2007,30441,Petrol,Manual,First,15.9,1298.0,85.0,5.0,1.45
603,Mumbai,2016,11000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,29.5
604,Hyderabad,2015,61000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.0
605,Delhi,2013,48454,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.5
